cml_id;isSublink;nRecords;nNAs;timeOfFirstAvailValue;timeOfLastAvailValue;band;frequency;polarisation;site_0_lon;site_0_lat ;site_1_lon;site_1_lat;length;id1;id2;isPairingUnique;nRecords
28001_317976_3774;TRUE;426044;11;13.01.2021 14:05;05.11.2021 10:48;38;38559.5;vertical;13.718505;50.0982;13.720614;50.10529;800;28001_317976;3774;TRUE;NA
28001_327611_3775;TRUE;426044;17;13.01.2021 14:05;05.11.2021 10:48;23;22554;vertical;13.718505;50.0982;13.745802;50.10203;2000;28001_327611;3775;TRUE;NA
28001_327611_3775;TRUE;426044;32;13.01.2021 14:05;05.11.2021 10:48;23;23562;vertical;13.718505;50.0982;13.745802;50.10203;2000;28001_327611;3775;TRUE;NA
28004_28105_3776;TRUE;426044;9;13.01.2021 14:05;05.11.2021 10:48;38;37236.5;vertical;13.722091;50.106895;13.717453;50.107643;340;28004_28105;3776;TRUE;NA
28004_28105_3776;TRUE;426044;13;13.01.2021 14:05;05.11.2021 10:48;38;38496.5;vertical;13.722091;50.106895;13.717453;50.107643;340;28004_28105;3776;TRUE;NA
28004_28106_3777;TRUE;426044;13;13.01.2021 14:05;05.11.2021 10:48;38;37257.5;vertical;13.724407;50.105785;13.717453;50.107643;540;28004_28106;3777;TRUE;NA
28004_28106_3777;TRUE;426044;8;13.01.2021 14:05;05.11.2021 10:48;38;38517.5;vertical;13.724407;50.105785;13.717453;50.107643;540;28004_28106;3777;TRUE;NA
28005_28051_2488;TRUE;426044;8876;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;13.73206;50.10998;13.755172;50.110146;1650;28005_28051;2488;TRUE;NA
28005_28051_2488;TRUE;426044;8875;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;13.73206;50.10998;13.755172;50.110146;1650;28005_28051;2488;TRUE;NA
28005_349868_3778;TRUE;426044;12;13.01.2021 14:05;05.11.2021 10:48;26;25105.5;vertical;13.73206;50.10998;13.730233;50.10396;680;28005_349868;3778;TRUE;NA
28005_349868_3778;TRUE;426044;10;13.01.2021 14:05;05.11.2021 10:48;26;26113.5;vertical;13.73206;50.10998;13.730233;50.10396;680;28005_349868;3778;TRUE;NA
28007_28021_2489;TRUE;426044;6;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;13.537719;49.995453;13.565174;50.031254;4440;28007_28021;2489;TRUE;NA
28007_28021_2489;TRUE;426044;56;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;13.537719;49.995453;13.565174;50.031254;4440;28007_28021;2489;TRUE;NA
28012_28060_2490;TRUE;426044;448;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;13.642917;50.1545;13.673837;50.14562;2420;28012_28060;2490;TRUE;NA
28012_28060_2490;TRUE;426044;454;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;13.642917;50.1545;13.673837;50.14562;2420;28012_28060;2490;TRUE;NA
28012_28107_3779;TRUE;426044;502;13.01.2021 14:05;05.11.2021 10:48;23;22225;vertical;13.544815;50.12623;13.673837;50.14562;9460;28012_28107;3779;TRUE;NA
28012_28107_3779;TRUE;426044;449;13.01.2021 14:05;05.11.2021 10:48;23;23233;vertical;13.544815;50.12623;13.673837;50.14562;9460;28012_28107;3779;TRUE;NA
28013_45225_2491;TRUE;426045;5554;13.01.2021 14:05;05.11.2021 10:49;80;71500;vertical;13.796923;50.233776;13.831139;50.259445;3760;28013_45225;2491;TRUE;NA
28013_45225_2491;TRUE;426045;5351;13.01.2021 14:05;05.11.2021 10:49;80;81500;vertical;13.796923;50.233776;13.831139;50.259445;3760;28013_45225;2491;TRUE;NA
28014_28064_2492;TRUE;426045;201;13.01.2021 14:05;05.11.2021 10:49;80;71250;vertical;13.770416;50.125862;13.765901;50.14446;2100;28014_28064;2492;TRUE;NA
28014_28064_2492;TRUE;426045;195;13.01.2021 14:05;05.11.2021 10:49;80;81250;vertical;13.770416;50.125862;13.765901;50.14446;2100;28014_28064;2492;TRUE;NA
28019_28050_2493;TRUE;313591;12;01.04.2021 16:19;05.11.2021 10:49;80;71500;vertical;13.667535;50.05784;13.615242;50.05066;3820;28019_28050;2493;TRUE;NA
28019_28050_2493;TRUE;313591;47;01.04.2021 16:19;05.11.2021 10:49;80;81500;vertical;13.667535;50.05784;13.615242;50.05066;3820;28019_28050;2493;TRUE;NA
28021_28047_3780;TRUE;426044;58;13.01.2021 14:05;05.11.2021 10:48;23;22428;vertical;13.565174;50.031254;13.510061;50.02405;4020;28021_28047;3780;TRUE;NA
28021_28047_3780;TRUE;426044;69;13.01.2021 14:05;05.11.2021 10:48;23;23436;vertical;13.565174;50.031254;13.510061;50.02405;4020;28021_28047;3780;TRUE;NA
28021_28215_2190;TRUE;426044;60;13.01.2021 14:05;05.11.2021 10:48;80;71500;vertical;13.462222;50.007027;13.565174;50.031254;7840;28021_28215;2190;TRUE;NA
28021_28215_2190;TRUE;426044;61;13.01.2021 14:05;31.10.2021 0:10;80;81500;vertical;13.462222;50.007027;13.565174;50.031254;7840;28021_28215;2190;TRUE;NA
28021_28215_3781;TRUE;426044;69;13.01.2021 14:05;02.11.2021 1:17;23;22554;vertical;13.565174;50.031254;13.462222;50.007027;7840;28021_28215;3781;TRUE;NA
28021_28215_3781;TRUE;426044;62;13.01.2021 14:05;05.11.2021 10:48;23;23562;vertical;13.565174;50.031254;13.462222;50.007027;7840;28021_28215;3781;TRUE;NA
28026_28050_3782;TRUE;426044;43200;NA;NA;18;17865;vertical;13.667535;50.05784;13.866007;50.052372;14200;28026_28050;3782;TRUE;NA
28026_28050_3782;TRUE;426044;43200;NA;NA;18;18875;vertical;13.667535;50.05784;13.866007;50.052372;14200;28026_28050;3782;TRUE;NA
28032_28050_3783;TRUE;426044;43200;NA;NA;18;17920;vertical;13.667535;50.05784;13.697601;50.028133;3950;28032_28050;3783;TRUE;NA
28032_28050_3783;TRUE;426044;43200;NA;NA;18;18930;vertical;13.667535;50.05784;13.697601;50.028133;3950;28032_28050;3783;TRUE;NA
28037_28225_2494;TRUE;426044;5;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;13.776003;50.17265;13.716869;50.179867;4290;28037_28225;2494;TRUE;NA
28037_28225_2494;TRUE;426044;84;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;13.776003;50.17265;13.716869;50.179867;4290;28037_28225;2494;TRUE;NA
28038_28063_2495;TRUE;426045;1170;13.01.2021 14:05;05.11.2021 10:49;80;71250;vertical;13.904615;50.148205;13.880389;50.15747;2010;28038_28063;2495;TRUE;NA
28038_28063_2495;TRUE;426045;1172;13.01.2021 14:05;05.11.2021 10:49;80;81250;vertical;13.904615;50.148205;13.880389;50.15747;2010;28038_28063;2495;TRUE;NA
28038_28079_2496;TRUE;426044;1160;13.01.2021 14:05;05.11.2021 10:48;80;71500;vertical;13.904615;50.148205;13.90656;50.135704;1400;28038_28079;2496;TRUE;NA
28038_28079_2496;TRUE;426044;1272;13.01.2021 14:05;05.11.2021 10:48;80;81500;vertical;13.904615;50.148205;13.90656;50.135704;1400;28038_28079;2496;TRUE;NA
28039_28056_2497;TRUE;426044;813;13.01.2021 14:05;05.11.2021 10:48;80;71500;vertical;13.453309;50.126587;13.495556;50.13225;3080;28039_28056;2497;TRUE;NA
28039_28056_2497;TRUE;426044;592;13.01.2021 14:05;05.11.2021 10:48;80;81500;vertical;13.453309;50.126587;13.495556;50.13225;3080;28039_28056;2497;TRUE;NA
28040_28099_3784;TRUE;426044;85;13.01.2021 14:05;05.11.2021 10:48;13;12877;vertical;13.278385;50.15021;13.744688;50.20475;33800;28040_28099;3784;TRUE;NA
28040_28099_3784;TRUE;426044;13;13.01.2021 14:05;05.11.2021 10:48;13;13143;vertical;13.278385;50.15021;13.744688;50.20475;33800;28040_28099;3784;TRUE;NA
28041_28060_2498;TRUE;426045;438;13.01.2021 14:05;05.11.2021 10:49;80;71500;vertical;13.642917;50.1545;13.568225;50.159866;5360;28041_28060;2498;TRUE;NA
28041_28060_2498;TRUE;426045;790;13.01.2021 14:05;05.11.2021 10:49;80;81500;vertical;13.642917;50.1545;13.568225;50.159866;5360;28041_28060;2498;TRUE;NA
28041_28224_2499;TRUE;426044;792;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;13.568225;50.159866;13.570167;50.11639;4840;28041_28224;2499;TRUE;NA
28041_28224_2499;TRUE;426044;916;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;13.568225;50.159866;13.570167;50.11639;4840;28041_28224;2499;TRUE;NA
28046_28068_2500;TRUE;426044;114;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;13.880472;50.038082;13.854841;50.02676;2230;28046_28068;2500;TRUE;NA
28046_28068_2500;TRUE;426044;110;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;13.880472;50.038082;13.854841;50.02676;2230;28046_28068;2500;TRUE;NA
28050_28054_3785;TRUE;426044;43200;NA;NA;18;17810;vertical;13.667535;50.05784;13.468167;50.065306;14280;28050_28054;3785;TRUE;NA
28050_28054_3785;TRUE;426044;43200;NA;NA;18;18820;vertical;13.667535;50.05784;13.468167;50.065306;14280;28050_28054;3785;TRUE;NA
28050_28063_3786;TRUE;426044;16;13.01.2021 14:05;05.11.2021 10:48;18;18387.5;vertical;13.667535;50.05784;13.880389;50.15747;18820;28050_28063;3786;TRUE;NA
28050_28063_3786;TRUE;426044;24;13.01.2021 14:05;05.11.2021 10:48;18;19397.5;vertical;13.667535;50.05784;13.880389;50.15747;18820;28050_28063;3786;TRUE;NA
28050_28065_2501;TRUE;313589;7;01.04.2021 16:20;05.11.2021 10:48;80;71250;vertical;13.667535;50.05784;13.726167;50.059444;4200;28050_28065;2501;TRUE;NA
28050_28065_2501;TRUE;313589;54;01.04.2021 16:20;05.11.2021 10:48;80;81250;vertical;13.667535;50.05784;13.726167;50.059444;4200;28050_28065;2501;TRUE;NA
28050_28087_3787;TRUE;426044;555;13.01.2021 14:05;05.11.2021 10:48;23;22386;vertical;13.710119;50.10148;13.667535;50.05784;5730;28050_28087;3787;TRUE;NA
28050_28087_3787;TRUE;426044;17;13.01.2021 14:05;05.11.2021 10:48;23;23394;vertical;13.710119;50.10148;13.667535;50.05784;5730;28050_28087;3787;TRUE;NA
28050_87038_3788;TRUE;426044;43200;NA;NA;18;17755;vertical;13.667535;50.05784;13.710732;49.9557;11790;28050_87038;3788;TRUE;NA
28050_87038_3788;TRUE;426044;43200;NA;NA;18;18765;vertical;13.667535;50.05784;13.710732;49.9557;11790;28050_87038;3788;TRUE;NA
28050_87206_3789;TRUE;426045;43200;NA;NA;18;18140;vertical;13.667535;50.05784;13.61275;49.922943;15520;28050_87206;3789;TRUE;NA
28050_87206_3789;TRUE;426045;43200;NA;NA;18;19150;vertical;13.667535;50.05784;13.61275;49.922943;15520;28050_87206;3789;TRUE;NA
28050_87209_3790;TRUE;426045;43200;NA;NA;18;18195;vertical;13.667535;50.05784;13.696111;49.901443;17540;28050_87209;3790;TRUE;NA
28050_87209_3790;TRUE;426045;43200;NA;NA;18;19205;vertical;13.667535;50.05784;13.696111;49.901443;17540;28050_87209;3790;TRUE;NA
28051_315427_3791;TRUE;426044;26;13.01.2021 14:05;05.11.2021 10:48;26;25018;vertical;13.755172;50.110146;13.749084;50.104836;730;28051_315427;3791;TRUE;NA
28051_315427_3791;TRUE;426044;34;13.01.2021 14:05;05.11.2021 10:48;26;26026;vertical;13.755172;50.110146;13.749084;50.104836;730;28051_315427;3791;TRUE;NA
28055_28056_2502;TRUE;426044;274;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;13.482333;50.10325;13.495556;50.13225;3360;28055_28056;2502;TRUE;NA
28055_28056_2502;TRUE;426044;594;13.01.2021 14:05;05.11.2021 10:48;80;82150;vertical;13.482333;50.10325;13.495556;50.13225;3360;28055_28056;2502;TRUE;NA
28055_327633_3792;TRUE;426044;274;13.01.2021 14:05;05.11.2021 10:48;26;25105.5;vertical;13.482333;50.10325;13.471783;50.098103;950;28055_327633;3792;TRUE;NA
28055_327633_3792;TRUE;426044;437;13.01.2021 14:05;05.11.2021 10:48;26;26113.5;vertical;13.482333;50.10325;13.471783;50.098103;950;28055_327633;3792;TRUE;NA
28055_45216_3793;TRUE;426045;43200;NA;NA;18;17920;vertical;13.398;50.103085;13.482333;50.10325;6020;28055_45216;3793;TRUE;NA
28055_45216_3793;TRUE;426045;43200;NA;NA;18;18930;vertical;13.398;50.103085;13.482333;50.10325;6020;28055_45216;3793;TRUE;NA
28061_347518_3794;TRUE;426044;13;13.01.2021 14:05;05.11.2021 10:48;23;22179.5;vertical;13.793195;50.16439;13.773983;50.144085;2640;28061_347518;3794;TRUE;NA
28061_347518_3794;TRUE;426044;118;13.01.2021 14:05;05.11.2021 10:48;23;23187.5;vertical;13.793195;50.16439;13.773983;50.144085;2640;28061_347518;3794;TRUE;NA
28063_331097_3795;TRUE;426044;27;13.01.2021 14:05;05.11.2021 10:48;38;38164;vertical;13.880389;50.15747;13.875273;50.151047;800;28063_331097;3795;TRUE;NA
28063_331097_3795;TRUE;426044;345;13.01.2021 14:05;05.11.2021 10:48;38;39424;vertical;13.880389;50.15747;13.875273;50.151047;800;28063_331097;3795;TRUE;NA
28087_345916_2503;TRUE;426044;608;13.01.2021 14:05;05.11.2021 10:48;80;74625;vertical;13.716437;50.096714;13.710119;50.10148;700;28087_345916;2503;TRUE;NA
28087_345916_2503;TRUE;426044;608;13.01.2021 14:05;05.11.2021 10:48;80;84625;vertical;13.716437;50.096714;13.710119;50.10148;700;28087_345916;2503;TRUE;NA
28099_45207_2504;TRUE;313590;14;01.04.2021 16:19;05.11.2021 10:48;80;71250;vertical;13.744688;50.20475;13.729195;50.22961;2980;28099_45207;2504;TRUE;NA
28099_45207_2504;TRUE;313590;50;01.04.2021 16:19;05.11.2021 10:48;80;81250;vertical;13.744688;50.20475;13.729195;50.22961;2980;28099_45207;2504;TRUE;NA
28203_28217_2505;TRUE;313589;102;01.04.2021 16:20;05.11.2021 10:48;80;71250;vertical;13.212556;49.713696;13.199972;49.703835;1420;28203_28217;2505;TRUE;NA
28203_28217_2505;TRUE;313589;99;01.04.2021 16:20;05.11.2021 10:48;80;81250;vertical;13.212556;49.713696;13.199972;49.703835;1420;28203_28217;2505;TRUE;NA
28204_340525_3796;TRUE;426044;11;13.01.2021 14:05;05.11.2021 10:48;23;22498;vertical;13.190028;49.738693;13.165031;49.706413;4020;28204_340525;3796;TRUE;NA
28204_340525_3796;TRUE;426044;14;13.01.2021 14:05;05.11.2021 10:48;23;23506;vertical;13.190028;49.738693;13.165031;49.706413;4020;28204_340525;3796;TRUE;NA
28204_81503_3797;TRUE;426044;12;13.01.2021 14:05;05.11.2021 10:48;23;22253;vertical;13.190028;49.738693;13.22425;49.70828;4190;28204_81503;3797;TRUE;NA
28204_81503_3797;TRUE;426044;218;13.01.2021 14:05;05.11.2021 10:48;23;23261;vertical;13.190028;49.738693;13.22425;49.70828;4190;28204_81503;3797;TRUE;NA
28204_89096_3798;TRUE;426044;9;13.01.2021 14:05;05.11.2021 10:48;18;18085;vertical;13.190028;49.738693;13.04104;49.70208;11470;28204_89096;3798;TRUE;NA
28204_89096_3798;TRUE;426044;18;13.01.2021 14:05;05.11.2021 10:48;18;19095;vertical;13.190028;49.738693;13.04104;49.70208;11470;28204_89096;3798;TRUE;NA
28206_87054_2506;TRUE;313589;59;01.04.2021 16:20;05.11.2021 10:48;80;71250;vertical;13.548075;49.86995;13.496388;49.888863;4270;28206_87054;2506;TRUE;NA
28206_87054_2506;TRUE;313589;106;01.04.2021 16:20;05.11.2021 10:48;80;81250;vertical;13.548075;49.86995;13.496388;49.888863;4270;28206_87054;2506;TRUE;NA
28207_81551_2507;TRUE;426044;31842;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;13.103889;49.803333;13.170909;49.790718;5020;28207_81551;2507;TRUE;NA
28207_81551_2507;TRUE;426044;31839;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;13.103889;49.803333;13.170909;49.790718;5020;28207_81551;2507;TRUE;NA
28210_85238_2191;TRUE;426044;191;13.01.2021 14:05;05.11.2021 10:48;80;71500;vertical;13.229444;50.000473;13.280916;49.949665;6750;28210_85238;2191;TRUE;NA
28210_85238_2191;TRUE;426044;191;13.01.2021 14:05;05.11.2021 10:48;80;81500;vertical;13.229444;50.000473;13.280916;49.949665;6750;28210_85238;2191;TRUE;NA
28210_85238_3799;TRUE;426044;160;13.01.2021 14:05;05.11.2021 10:48;23;22554;vertical;13.229444;50.000473;13.280916;49.949665;6750;28210_85238;3799;TRUE;NA
28210_85238_3799;TRUE;426044;176;13.01.2021 14:05;05.11.2021 10:48;23;23562;vertical;13.229444;50.000473;13.280916;49.949665;6750;28210_85238;3799;TRUE;NA
28211_349778_3800;TRUE;426044;23;13.01.2021 14:05;05.11.2021 10:48;23;22267;vertical;13.254;49.88503;13.346598;49.81032;10650;28211_349778;3800;TRUE;NA
28211_349778_3800;TRUE;426044;41;13.01.2021 14:05;05.11.2021 10:48;23;23275;vertical;13.254;49.88503;13.346598;49.81032;10650;28211_349778;3800;TRUE;NA
28211_80099_3801;TRUE;426044;43200;NA;NA;18;18140;vertical;13.347502;49.76971;13.254;49.88503;14490;28211_80099;3801;TRUE;NA
28211_80099_3801;TRUE;426044;43200;NA;NA;18;19150;vertical;13.347502;49.76971;13.254;49.88503;14490;28211_80099;3801;TRUE;NA
28213_81573_3802;TRUE;426044;11;13.01.2021 14:05;05.11.2021 10:48;26;24787;vertical;13.33475;49.84547;13.368889;49.851944;2560;28213_81573;3802;TRUE;NA
28213_81573_3802;TRUE;426044;11;13.01.2021 14:05;05.11.2021 10:48;26;25795;vertical;13.33475;49.84547;13.368889;49.851944;2560;28213_81573;3802;TRUE;NA
28214_87054_3803;TRUE;426044;79;13.01.2021 14:05;05.11.2021 10:48;23;22554;vertical;13.542417;49.935055;13.548075;49.86995;7260;28214_87054;3803;TRUE;NA
28214_87054_3803;TRUE;426044;64;13.01.2021 14:05;05.11.2021 10:48;23;23562;vertical;13.542417;49.935055;13.548075;49.86995;7260;28214_87054;3803;TRUE;NA
28216_81546_2508;TRUE;426044;5292;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;13.201074;49.844246;13.258583;49.82011;4930;28216_81546;2508;TRUE;NA
28216_81546_2508;TRUE;426044;5285;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;13.201074;49.844246;13.258583;49.82011;4930;28216_81546;2508;TRUE;NA
28217_81592_3804;TRUE;426044;108;13.01.2021 14:05;05.11.2021 10:48;38;37513;vertical;13.212556;49.713696;13.202434;49.715557;760;28217_81592;3804;TRUE;NA
28217_81592_3804;TRUE;426044;154;01.04.2021 16:19;05.11.2021 10:48;38;38773;vertical;13.212556;49.713696;13.202434;49.715557;760;28217_81592;3804;TRUE;NA
28217_81593_3805;TRUE;426045;110;13.01.2021 14:05;05.11.2021 10:49;26;24990;vertical;13.212556;49.713696;13.215658;49.720844;830;28217_81593;3805;TRUE;NA
28217_81593_3805;TRUE;426045;103;13.01.2021 14:05;05.11.2021 10:49;26;25998;vertical;13.212556;49.713696;13.215658;49.720844;830;28217_81593;3805;TRUE;NA
28218_85217_3806;TRUE;426044;43200;NA;NA;11;10877;vertical;13.281362;50.043278;13.094139;50.06664;13640;28218_85217;3806;TRUE;NA
28218_85217_3806;TRUE;426044;43200;NA;NA;11;11367;vertical;13.281362;50.043278;13.094139;50.06664;13640;28218_85217;3806;TRUE;NA
28219_81573_3807;TRUE;426044;12;13.01.2021 14:05;05.11.2021 10:48;18;18250;vertical;13.425805;49.802917;13.368889;49.851944;6820;28219_81573;3807;TRUE;NA
28219_81573_3807;TRUE;426044;11;13.01.2021 14:05;05.11.2021 10:48;18;19260;vertical;13.425805;49.802917;13.368889;49.851944;6820;28219_81573;3807;TRUE;NA
28220_81535_2509;TRUE;426044;5418;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;13.237306;49.727806;13.196357;49.712437;3410;28220_81535;2509;TRUE;NA
28220_81535_2509;TRUE;426044;5422;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;13.237306;49.727806;13.196357;49.712437;3410;28220_81535;2509;TRUE;NA
28222_89097_2510;TRUE;426044;210;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;12.970847;49.962353;12.996083;49.94053;3030;28222_89097;2510;TRUE;NA
28222_89097_2510;TRUE;426044;196;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;12.970847;49.962353;12.996083;49.94053;3030;28222_89097;2510;TRUE;NA
28223_87054_3808;TRUE;426044;43200;NA;NA;18;18250;vertical;13.459666;49.832085;13.548075;49.86995;7620;28223_87054;3808;TRUE;NA
28223_87054_3808;TRUE;426044;43200;NA;NA;18;19260;vertical;13.459666;49.832085;13.548075;49.86995;7620;28223_87054;3808;TRUE;NA
28227_314203_3809;TRUE;426045;14;13.01.2021 14:05;05.11.2021 10:49;38;37793;vertical;13.319673;49.71241;13.321116;49.71258;110;28227_314203;3809;TRUE;NA
28227_314203_3809;TRUE;426045;16;13.01.2021 14:05;05.11.2021 10:49;38;39053;vertical;13.319673;49.71241;13.321116;49.71258;110;28227_314203;3809;TRUE;NA
29002_29004_3810;TRUE;426044;43200;13.01.2021 14:05;19.01.2021 9:10;38;37912;vertical;13.997726;49.67364;13.983084;49.67464;1060;29002_29004;3810;TRUE;NA
29002_29004_3810;FALSE;426044;43200;NA;NA;38;39172;vertical;13.997726;49.67364;13.983084;49.67464;1060;29002_29004;3810;TRUE;NA
29002_29017_3811;TRUE;426044;43200;13.01.2021 14:05;19.01.2021 9:10;32;32508;vertical;13.997726;49.67364;14.010301;49.687023;1740;29002_29017;3811;TRUE;NA
29002_29017_3811;TRUE;426044;17;13.01.2021 14:05;05.11.2021 10:48;32;33320;vertical;13.997726;49.67364;14.010301;49.687023;1740;29002_29017;3811;TRUE;NA
29002_29118_3812;TRUE;426044;33;13.01.2021 14:05;05.11.2021 10:48;26;25105.5;vertical;13.997726;49.67364;14.010916;49.68853;1910;29002_29118;3812;TRUE;NA
29002_29118_3812;TRUE;426044;216;13.01.2021 14:05;05.11.2021 10:48;26;26113.5;vertical;13.997726;49.67364;14.010916;49.68853;1910;29002_29118;3812;TRUE;NA
29002_29230_2511;TRUE;313590;6;01.04.2021 16:19;05.11.2021 10:48;80;71250;vertical;13.997726;49.67364;13.93475;49.66186;4720;29002_29230;2511;TRUE;NA
29002_29230_2511;TRUE;313590;88;01.04.2021 16:19;05.11.2021 10:48;80;81250;vertical;13.997726;49.67364;13.93475;49.66186;4720;29002_29230;2511;TRUE;NA
29002_344016_3813;TRUE;426044;23;13.01.2021 14:05;05.11.2021 10:48;26;25119.5;vertical;13.997726;49.67364;13.996509;49.68053;770;29002_344016;3813;TRUE;NA
29002_344016_3813;TRUE;426044;22;13.01.2021 14:05;05.11.2021 10:48;26;26127.5;vertical;13.997726;49.67364;13.996509;49.68053;770;29002_344016;3813;TRUE;NA
29006_29912_2512;TRUE;8347;43200;13.01.2021 14:05;19.01.2021 9:11;80;71250;vertical;13.989639;49.6925;14.01291667;49.70186111;1970;29006_29912;2512;TRUE;NA
29006_29912_2512;TRUE;8347;43200;13.01.2021 14:05;19.01.2021 9:11;80;81250;vertical;13.989639;49.6925;14.01291667;49.70186111;1970;29006_29912;2512;TRUE;NA
29008_29099_3815;TRUE;426044;31;13.01.2021 14:05;05.11.2021 10:48;38;37884;vertical;14.035944;49.69186;14.055741;49.67274;2560;29008_29099;3815;TRUE;NA
29008_29099_3815;TRUE;426044;23;13.01.2021 14:05;05.11.2021 10:48;38;39144;vertical;14.035944;49.69186;14.055741;49.67274;2560;29008_29099;3815;TRUE;NA
29008_344588_3816;TRUE;426044;28;13.01.2021 14:05;05.11.2021 10:48;38;37513;vertical;14.035944;49.69186;14.033274;49.69247;200;29008_344588;3816;TRUE;NA
29008_344588_3816;TRUE;426044;34;13.01.2021 14:05;05.11.2021 10:48;38;38773;vertical;14.035944;49.69186;14.033274;49.69247;200;29008_344588;3816;TRUE;NA
29010_29019_3817;TRUE;426045;21;13.01.2021 14:05;05.11.2021 10:49;38;37439.5;vertical;14.008805;49.684223;14.01154;49.689926;670;29010_29019;3817;TRUE;NA
29010_29019_3817;TRUE;426045;14;13.01.2021 14:05;05.11.2021 10:49;38;38699.5;vertical;14.008805;49.684223;14.01154;49.689926;670;29010_29019;3817;TRUE;NA
29010_307489_3818;TRUE;426044;24;13.01.2021 14:05;05.11.2021 10:48;38;37467.5;vertical;14.008805;49.684223;14.010705;49.687885;430;29010_307489;3818;TRUE;NA
29010_307489_3818;TRUE;426044;10;13.01.2021 14:05;05.11.2021 10:48;38;38727.5;vertical;14.008805;49.684223;14.010705;49.687885;430;29010_307489;3818;TRUE;NA
29012_29054_2513;TRUE;426044;5279;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;13.963242;49.71737;14.014277;49.70222;4040;29012_29054;2513;TRUE;NA
29012_29054_2513;TRUE;426044;5341;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;13.963242;49.71737;14.014277;49.70222;4040;29012_29054;2513;TRUE;NA
29020_29251_3819;TRUE;426044;129;13.01.2021 14:05;05.11.2021 10:48;26;24927;vertical;14.34325;49.744667;14.361535;49.72523;2530;29020_29251;3819;TRUE;NA
29020_29251_3819;TRUE;426044;125;13.01.2021 14:05;05.11.2021 10:48;26;25935;vertical;14.34325;49.744667;14.361535;49.72523;2530;29020_29251;3819;TRUE;NA
29021_29248_2514;TRUE;426045;1166;13.01.2021 14:05;05.11.2021 10:49;80;71250;vertical;14.528882;49.57254;14.533639;49.58003;900;29021_29248;2514;TRUE;NA
29021_29248_2514;TRUE;426045;1683;13.01.2021 14:05;05.11.2021 10:49;80;81250;vertical;14.528882;49.57254;14.533639;49.58003;900;29021_29248;2514;TRUE;NA
29027_29038_2515;TRUE;313590;106;01.04.2021 16:19;05.11.2021 10:48;80;71250;vertical;14.323556;49.676445;14.391139;49.66567;5020;29027_29038;2515;TRUE;NA
29027_29038_2515;TRUE;313590;491;01.04.2021 16:19;05.11.2021 10:48;80;81250;vertical;14.323556;49.676445;14.391139;49.66567;5020;29027_29038;2515;TRUE;NA
29030_29176_3820;TRUE;426044;749;13.01.2021 14:05;05.11.2021 10:48;23;22386;vertical;14.191472;49.756863;14.149075;49.74987;3150;29030_29176;3820;TRUE;NA
29030_29176_3820;TRUE;426044;726;13.01.2021 14:05;05.11.2021 10:48;23;23394;vertical;14.191472;49.756863;14.149075;49.74987;3150;29030_29176;3820;TRUE;NA
29030_29233_2516;TRUE;313590;10;01.04.2021 16:19;05.11.2021 10:48;80;71500;vertical;14.170834;49.780556;14.149075;49.74987;3760;29030_29233;2516;TRUE;NA
29030_29233_2516;TRUE;313590;711;01.04.2021 16:19;05.11.2021 10:48;80;81500;vertical;14.170834;49.780556;14.149075;49.74987;3760;29030_29233;2516;TRUE;NA
29031_32231_3821;TRUE;426044;43200;NA;NA;18;18140;vertical;14.114695;49.426;14.082997;49.553284;14360;29031_32231;3821;TRUE;NA
29031_32231_3821;TRUE;426044;43200;NA;NA;18;19150;vertical;14.114695;49.426;14.082997;49.553284;14360;29031_32231;3821;TRUE;NA
29031_32239_2517;TRUE;426044;5;13.01.2021 14:05;05.11.2021 10:48;80;71250;vertical;14.082997;49.553284;14.114889;49.51164;5180;29031_32239;2517;TRUE;NA
29031_32239_2517;TRUE;426044;57;13.01.2021 14:05;05.11.2021 10:48;80;81250;vertical;14.082997;49.553284;14.114889;49.51164;5180;29031_32239;2517;TRUE;NA
